grid,mode,instance,seed,baseline,candidate,z3
integrated,certified,present-4x4,20,4807029,4805684,22203789
integrated,certified,present-4x4,21,4846014,4843134,22143395
integrated,certified,present-4x4,22,4889302,4881569,22179272
integrated,certified,present-4x4,23,4882617,4885156,22216191
integrated,certified,present-4x4,24,4810653,4809895,22524086
integrated,certified,present-4x4,25,4843512,4844497,22163134
integrated,certified,present-4x4,26,4883046,4877089,22200557
integrated,certified,present-4x4,27,4882887,4882001,22133401
integrated,certified,present-4x4,28,4805595,4803201,22245357
integrated,certified,present-4x4,29,4841044,4846001,22143830
integrated,certified,absent-4x4,20,3917610,3913112,22241308
integrated,certified,absent-4x4,21,3937047,3936368,22206548
integrated,certified,absent-4x4,22,3944211,3942798,22223568
integrated,certified,absent-4x4,23,3938598,3936495,22367800
integrated,certified,absent-4x4,24,3915209,3915879,22295180
integrated,certified,absent-4x4,25,3934508,3937174,22208783
integrated,certified,absent-4x4,26,3944151,3952205,22203750
integrated,certified,absent-4x4,27,3940535,3938148,22189448
integrated,certified,absent-4x4,28,3914653,3913631,22246830
integrated,certified,absent-4x4,29,3935144,3936505,22180743
integrated,certified,shared-4x4,20,3614072,3617586,22155478
integrated,certified,shared-4x4,21,3583337,3579749,22694671
integrated,certified,shared-4x4,22,3638909,3641620,21251798
integrated,certified,shared-4x4,23,3645793,3653177,21623106
integrated,certified,shared-4x4,24,3616124,3615404,21430836
integrated,certified,shared-4x4,25,3579605,3582285,22359725
integrated,certified,shared-4x4,26,3639149,3640658,22032655
integrated,certified,shared-4x4,27,3644219,3645883,21298091
integrated,certified,shared-4x4,28,3615396,3622514,21747301
integrated,certified,shared-4x4,29,3581263,3579074,22575539
integrated,certified,blocked-4x4,20,3761935,3759552,29664929
integrated,certified,blocked-4x4,21,3759627,3760540,29614422
integrated,certified,blocked-4x4,22,3759365,3760779,30214701
integrated,certified,blocked-4x4,23,3766085,3761732,30786587
integrated,certified,blocked-4x4,24,3761866,3759386,29068964
integrated,certified,blocked-4x4,25,3761064,3756583,23783984
integrated,certified,blocked-4x4,26,3756186,3760463,30938450
integrated,certified,blocked-4x4,27,3762109,3764342,32499195
integrated,certified,blocked-4x4,28,3758933,3765830,30262634
integrated,certified,blocked-4x4,29,3761499,3768315,31267390
integrated,certified,wide-4x4,20,4067132,4066958,24407024
integrated,certified,wide-4x4,21,4133091,4134094,23992163
integrated,certified,wide-4x4,22,4067046,4064721,24178132
integrated,certified,wide-4x4,23,4070768,4067806,23746147
integrated,certified,wide-4x4,24,4065869,4064518,24825977
integrated,certified,wide-4x4,25,4069042,4067590,23991189
integrated,certified,wide-4x4,26,4064168,4063175,23931753
integrated,certified,wide-4x4,27,4069081,4065842,24761461
integrated,certified,wide-4x4,28,4067145,4069671,24265074
integrated,certified,wide-4x4,29,4067343,4072328,24558059
integrated,certified,sparse-4x4,20,18970925,18949210,29806279
integrated,certified,sparse-4x4,21,18794045,18783437,28989421
integrated,certified,sparse-4x4,22,19191317,19137899,31332471
integrated,certified,sparse-4x4,23,18927283,18938940,29848886
integrated,certified,sparse-4x4,24,18852830,18839879,30252158
integrated,certified,sparse-4x4,25,18783232,18776397,29631382
integrated,certified,sparse-4x4,26,18850632,18854038,29904434
integrated,certified,sparse-4x4,27,18836371,18838398,29856604
integrated,certified,sparse-4x4,28,18769358,18759932,29533836
integrated,certified,sparse-4x4,29,18648283,18656923,28973401
integrated,certified,unknown-8x16,20,58345474,57511252,60087166
integrated,certified,unknown-8x16,21,53556250,53533306,52107776
integrated,certified,unknown-8x16,22,59305512,58680548,54462615
integrated,certified,unknown-8x16,23,59360254,58723648,52143407
integrated,certified,unknown-8x16,24,54890781,54860787,55147069
integrated,certified,unknown-8x16,25,56359512,56019425,78801965
integrated,certified,unknown-8x16,26,53406247,53402709,52788797
integrated,certified,unknown-8x16,27,53360207,53358080,52675064
integrated,certified,unknown-8x16,28,54513592,54489847,55439575
integrated,certified,unknown-8x16,29,53363362,53362290,54579891
integrated,certified,present-8x16,20,127500796,126945613,53640474
integrated,certified,present-8x16,21,127989162,127960917,52001326
integrated,certified,present-8x16,22,129771224,129458854,51020881
integrated,certified,present-8x16,23,130246590,129620991,51317649
integrated,certified,present-8x16,24,125903209,125865011,51063372
integrated,certified,present-8x16,25,125480092,125312674,52210139
integrated,certified,present-8x16,26,124707889,124715188,52187624
integrated,certified,present-8x16,27,124750864,124749359,54938927
integrated,certified,present-8x16,28,127738457,127712428,54344502
integrated,certified,present-8x16,29,129613269,129582520,54310739
integrated,certified,absent-8x16,20,54291078,53680723,52230296
integrated,certified,absent-8x16,21,51392267,51375652,51031279
integrated,certified,absent-8x16,22,54404187,54096156,50924590
integrated,certified,absent-8x16,23,55923552,55353898,52658737
integrated,certified,absent-8x16,24,51360994,51316830,50924907
integrated,certified,absent-8x16,25,51861012,51696569,50869744
integrated,certified,absent-8x16,26,51433718,51430470,52774870
integrated,certified,absent-8x16,27,51395664,51405242,54332110
integrated,certified,absent-8x16,28,51528977,51500205,53856152
integrated,certified,absent-8x16,29,52409155,52399729,53672053
integrated,certified,shared-8x16,20,62903053,62368903,54867607
integrated,certified,shared-8x16,21,60743711,60723161,55193523
integrated,certified,shared-8x16,22,63462524,63094441,49623057
integrated,certified,shared-8x16,23,64229010,63676870,54877521
integrated,certified,shared-8x16,24,59706725,59680420,52441524
integrated,certified,shared-8x16,25,60513920,60339266,54228970
integrated,certified,shared-8x16,26,59793809,59783589,52435712
integrated,certified,shared-8x16,27,59752007,59749527,51679768
integrated,certified,shared-8x16,28,61670524,61666396,61965947
integrated,certified,shared-8x16,29,62242684,62234848,57999026
integrated,certified,blocked-8x16,20,63049519,62441008,202101161
integrated,certified,blocked-8x16,21,60248142,60230101,190781084
integrated,certified,blocked-8x16,22,63190636,62858624,113435771
integrated,certified,blocked-8x16,23,64636982,64061346,130977132
integrated,certified,blocked-8x16,24,60250737,60223498,174740761
integrated,certified,blocked-8x16,25,60842555,60685873,174233909
integrated,certified,blocked-8x16,26,60317495,60319607,190318293
integrated,certified,blocked-8x16,27,60300345,60310916,185331746
integrated,certified,blocked-8x16,28,60812486,60779488,199331644
integrated,certified,blocked-8x16,29,61445418,61440372,171385210
integrated,certified,wide-8x16,20,69494554,68744683,76034876
integrated,certified,wide-8x16,21,65061531,65025245,67014086
integrated,certified,wide-8x16,22,70403293,69824972,71537414
integrated,certified,wide-8x16,23,70710105,70151880,67894887
integrated,certified,wide-8x16,24,66044171,66003617,71163282
integrated,certified,wide-8x16,25,67621906,67304600,97074113
integrated,certified,wide-8x16,26,64403883,64400289,68512591
integrated,certified,wide-8x16,27,64382279,64376313,67592649
integrated,certified,wide-8x16,28,65871655,65862666,72236581
integrated,certified,wide-8x16,29,64600823,64604159,70127556
integrated,certified,sparse-8x16,20,694564613,651786404,106037480
integrated,certified,sparse-8x16,21,686332811,647193104,102866172
integrated,certified,sparse-8x16,22,747915010,692251817,104020983
integrated,certified,sparse-8x16,23,708018930,663907861,114769087
integrated,certified,sparse-8x16,24,666532015,643783696,102683820
integrated,certified,sparse-8x16,25,702307697,664285777,102794978
integrated,certified,sparse-8x16,26,687997020,651232457,107494738
integrated,certified,sparse-8x16,27,724559312,673864877,106747870
integrated,certified,sparse-8x16,28,698972075,660323824,106615956
integrated,certified,sparse-8x16,29,670649618,649479947,108423277
integrated,solver,unknown-16x32,20,838476780,809599653,209685789
integrated,solver,unknown-16x32,21,890815189,842831122,173142369
integrated,solver,unknown-16x32,22,793993091,779493945,185347279
integrated,solver,unknown-16x32,23,882558011,840860137,180573545
integrated,solver,unknown-16x32,24,864453836,830745395,171880917
integrated,solver,unknown-16x32,25,845383066,807561227,181373719
integrated,solver,unknown-16x32,26,920178240,874408033,181362495
integrated,solver,unknown-16x32,27,972912421,907385384,203439479
integrated,solver,unknown-16x32,28,867964770,829443818,202762871
integrated,solver,unknown-16x32,29,864113799,838891602,191172096
integrated,solver,present-16x32,20,3027859376,2998048435,177769288
integrated,solver,present-16x32,21,3198717227,3148871810,177670374
integrated,solver,present-16x32,22,2921745796,2907931757,175555567
integrated,solver,present-16x32,23,2995642794,2951776450,178111993
integrated,solver,present-16x32,24,2946033820,2934257675,178604233
integrated,solver,present-16x32,25,3018213402,2977695524,183002888
integrated,solver,present-16x32,26,3214820235,3173735644,174136108
integrated,solver,present-16x32,27,3164924071,3101301187,190998068
integrated,solver,present-16x32,28,3105557924,3085222395,182693815
integrated,solver,present-16x32,29,3029363758,2995239778,184433203
integrated,solver,sparse-16x32,20,17879594249,12557316057,412193148
integrated,solver,sparse-16x32,21,15730006631,11833813100,413845377
integrated,solver,sparse-16x32,22,18052030954,12745223004,402346670
integrated,solver,sparse-16x32,23,15991102314,12138829065,419642660
integrated,solver,sparse-16x32,24,20589543682,13817746439,399264244
integrated,solver,sparse-16x32,25,14701594881,11684321775,413193033
integrated,solver,sparse-16x32,26,20846313674,13720448241,400468080
integrated,solver,sparse-16x32,27,17723195917,12599001552,403569220
integrated,solver,sparse-16x32,28,18933389943,13225236652,409563114
integrated,solver,sparse-16x32,29,16163515713,12486208907,419768280
integrated,solver,unknown-32x16,20,1019892645,994797509,995073574
integrated,solver,unknown-32x16,21,1052585266,1026383528,975667977
integrated,solver,unknown-32x16,22,1005981170,992401525,3106351331
integrated,solver,unknown-32x16,23,1030150272,1003055865,3521316118
integrated,solver,unknown-32x16,24,992230217,977042257,758592103
integrated,solver,unknown-32x16,25,1015047346,994037127,1003678988
integrated,solver,unknown-32x16,26,996908961,981282538,937971504
integrated,solver,unknown-32x16,27,1016335809,994601241,891654820
integrated,solver,unknown-32x16,28,1007361002,986916625,3575216376
integrated,solver,unknown-32x16,29,1012343207,995385429,1042167064
integrated,solver,present-32x16,20,5402919399,5373874087,746580720
integrated,solver,present-32x16,21,5274030370,5254455983,925609882
integrated,solver,present-32x16,22,5310801599,5291338285,756730491
integrated,solver,present-32x16,23,5501376606,5470309710,789005318
integrated,solver,present-32x16,24,5154932019,5151384424,1118848118
integrated,solver,present-32x16,25,5305438283,5277895448,878230442
integrated,solver,present-32x16,26,5548373568,5532758720,1513341086
integrated,solver,present-32x16,27,5549146781,5520627675,784606101
integrated,solver,present-32x16,28,5408294331,5398209022,1127948519
integrated,solver,present-32x16,29,5459176108,5436215222,2206886860
integrated,solver,sparse-32x16,20,15760525469,12468623200,4852611696
integrated,solver,sparse-32x16,21,14384218750,12451181798,960892821
integrated,solver,sparse-32x16,22,15837528558,12646471524,4481765586
integrated,solver,sparse-32x16,23,14550110844,12345927439,5683858475
integrated,solver,sparse-32x16,24,16825045125,12671805930,1743894377
integrated,solver,sparse-32x16,25,13513338147,12099168438,2120473095
integrated,solver,sparse-32x16,26,15846465393,12522219651,1991337163
integrated,solver,sparse-32x16,27,15291405469,12436522756,1064157240
integrated,solver,sparse-32x16,28,15524777683,12529123141,1713649102
integrated,solver,sparse-32x16,29,14729850902,12364913562,5120912677
integrated,certified,unknown-16x32,20,848013373,819183777,209685789
integrated,certified,unknown-16x32,21,902668536,854546238,173142369
integrated,certified,unknown-16x32,22,801736998,786931025,185347279
integrated,certified,unknown-16x32,23,890254023,848921775,180573545
integrated,certified,unknown-16x32,24,873938482,839681215,171880917
integrated,certified,unknown-16x32,25,853848812,815687823,181373719
integrated,certified,unknown-16x32,26,932063979,886249196,181362495
integrated,certified,unknown-16x32,27,985687833,920186151,203439479
integrated,certified,unknown-16x32,28,876807281,836600196,202762871
integrated,certified,unknown-16x32,29,872959236,847259379,191172096
integrated,certified,present-16x32,20,3038392620,3007926119,177769288
integrated,certified,present-16x32,21,3211114675,3161804193,177670374
integrated,certified,present-16x32,22,2929042048,2914201899,175555567
integrated,certified,present-16x32,23,3004235055,2959777173,178111993
integrated,certified,present-16x32,24,2956146730,2944282059,178604233
integrated,certified,present-16x32,25,3025551157,2985562196,183002888
integrated,certified,present-16x32,26,3226441556,3185380752,174136108
integrated,certified,present-16x32,27,3177417986,3113473699,190998068
integrated,certified,present-16x32,28,3114413415,3094831868,182693815
integrated,certified,present-16x32,29,3039347553,3005168703,184433203
integrated,certified,sparse-16x32,20,17923972590,12592458546,412193148
integrated,certified,sparse-16x32,21,15750378196,11834318201,413845377
integrated,certified,sparse-16x32,22,18088253437,12768243101,402346670
integrated,certified,sparse-16x32,23,16015981282,12161911926,419642660
integrated,certified,sparse-16x32,24,20654762566,13888578992,399264244
integrated,certified,sparse-16x32,25,14723905959,11703393149,413193033
integrated,certified,sparse-16x32,26,20934473284,13807859659,400468080
integrated,certified,sparse-16x32,27,17802768517,12659134759,403569220
integrated,certified,sparse-16x32,28,19027774847,13334447070,409563114
integrated,certified,sparse-16x32,29,16180897663,12481639051,419768280
integrated,certified,unknown-32x16,20,1040149202,1015774660,995073574
integrated,certified,unknown-32x16,21,1062645872,1035886241,975667977
integrated,certified,unknown-32x16,22,1013793897,999852297,3106351331
integrated,certified,unknown-32x16,23,1036501513,1009632502,3521316118
integrated,certified,unknown-32x16,24,999743069,984567449,758592103
integrated,certified,unknown-32x16,25,1025093523,1004074665,1003678988
integrated,certified,unknown-32x16,26,1003483467,988532812,937971504
integrated,certified,unknown-32x16,27,1024456119,1000513899,891654820
integrated,certified,unknown-32x16,28,1014073316,993828945,3575216376
integrated,certified,unknown-32x16,29,1021027021,1003900786,1042167064
integrated,certified,present-32x16,20,5415981072,5385813047,746580720
integrated,certified,present-32x16,21,5282065574,5261935890,925609882
integrated,certified,present-32x16,22,5319701276,5300764466,756730491
integrated,certified,present-32x16,23,5511013558,5479577230,789005318
integrated,certified,present-32x16,24,5163013505,5159498894,1118848118
integrated,certified,present-32x16,25,5314474669,5287383329,878230442
integrated,certified,present-32x16,26,5556675596,5541183473,1513341086
integrated,certified,present-32x16,27,5557518194,5528943492,784606101
integrated,certified,present-32x16,28,5418886359,5408741062,1127948519
integrated,certified,present-32x16,29,5468369697,5444976406,2206886860
integrated,certified,sparse-32x16,20,15807778949,12522353271,4852611696
integrated,certified,sparse-32x16,21,14390254372,12463625536,960892821
integrated,certified,sparse-32x16,22,15878351570,12688206539,4481765586
integrated,certified,sparse-32x16,23,14518341958,12323844370,5683858475
integrated,certified,sparse-32x16,24,16879561953,12715055812,1743894377
integrated,certified,sparse-32x16,25,13540604234,12122373196,2120473095
integrated,certified,sparse-32x16,26,15894004080,12568810950,1991337163
integrated,certified,sparse-32x16,27,15315490212,12473984188,1064157240
integrated,certified,sparse-32x16,28,15575177952,12573826254,1713649102
integrated,certified,sparse-32x16,29,14764518749,12399475301,5120912677
